,Unnamed: 0,URL,URL Country
0,0,http://www.iraqinews.com/tag/fallujah/,"US
"
1,1,http://www.herakiq.com/,"CN
"
2,2,http://www.almadar.co.il/newss.aspx?cid=69&,
3,3,http://www.nakhelnews.com/,
4,4,http://altaghier.tv/,"JO
"
5,5,http://www.ahraraliraq.com/,"JO
"
6,6,http://www.raneem.net/,"US
"
7,7,http://www.muslm.org/,
8,8,http://www.alzawra.com/,"US
"
9,9,http://revofallujah.org/,
10,10,http://albaghdadia.com/,
11,11,http://www.albaghdadianews.com/,"GR
"
12,12,http://haqana.com/,
13,13,http://www.alarabiya.net/,
14,14,http://aljazeera.net/,
15,15,http://www.alrafidain.tv/,"SC
"
16,16,http://iraqislami.own0.com/,"FR
"
17,17,http://www.muftialiraq.info/,
18,18,http://www.dhiqar.net/,"ES
"
19,19,http://www.alomah-alwasat.com/,"US
"
20,20,http://www.harithaldhari.com/,"US
"
