,Country 1,Country 2,Overlap,Country 1 Domains,Country 2 Domains,1->2,2->1
47,France,China,47,1361,15911,0.034533431300514325,0.00295393124253661
348,France,Austria,1263,1361,1361,0.9279941219691403,0.9279941219691403
349,France,Belgium,1263,1361,1361,0.9279941219691403,0.9279941219691403
350,France,Bulgaria,1263,1361,1361,0.9279941219691403,0.9279941219691403
351,France,Croatia,1263,1361,1361,0.9279941219691403,0.9279941219691403
352,France,Cyprus,1263,1361,1361,0.9279941219691403,0.9279941219691403
353,France,Czech Republic,1263,1361,1361,0.9279941219691403,0.9279941219691403
354,France,Denmark,1263,1361,1361,0.9279941219691403,0.9279941219691403
355,France,Estonia,1263,1361,1361,0.9279941219691403,0.9279941219691403
356,France,Finland,1263,1361,1361,0.9279941219691403,0.9279941219691403
358,France,Germany,1263,1361,1361,0.9279941219691403,0.9279941219691403
359,France,Greece,1263,1361,1361,0.9279941219691403,0.9279941219691403
360,France,Hungary,1263,1361,1361,0.9279941219691403,0.9279941219691403
361,France,Ireland,1263,1361,1361,0.9279941219691403,0.9279941219691403
362,France,Italy,1263,1361,1361,0.9279941219691403,0.9279941219691403
363,France,Latvia,1263,1361,1361,0.9279941219691403,0.9279941219691403
364,France,Lithuania,1263,1361,1361,0.9279941219691403,0.9279941219691403
365,France,Luxembourg,1263,1361,1361,0.9279941219691403,0.9279941219691403
366,France,Malta,1263,1361,1361,0.9279941219691403,0.9279941219691403
367,France,Netherlands,1263,1361,1361,0.9279941219691403,0.9279941219691403
368,France,Poland,1263,1361,1361,0.9279941219691403,0.9279941219691403
369,France,Portugal,1263,1361,1361,0.9279941219691403,0.9279941219691403
370,France,Romania,1263,1361,1361,0.9279941219691403,0.9279941219691403
371,France,Slovakia,1263,1361,1361,0.9279941219691403,0.9279941219691403
372,France,Slovenia,1263,1361,1361,0.9279941219691403,0.9279941219691403
373,France,Spain,1263,1361,1361,0.9279941219691403,0.9279941219691403
374,France,Sweden,1263,1361,1361,0.9279941219691403,0.9279941219691403
375,France,United Kingdom,1263,1361,1361,0.9279941219691403,0.9279941219691403
376,France,Iceland,1263,1361,1361,0.9279941219691403,0.9279941219691403
377,France,Lichtenstein,1263,1361,1361,0.9279941219691403,0.9279941219691403
378,France,Norway,1263,1361,1361,0.9279941219691403,0.9279941219691403
1070,France,India,0,1361,20,0.0,0.0
1101,France,Iraq,0,1361,21,0.0,0.0
1132,France,Pakistan,0,1361,598,0.0,0.0
1163,France,Russia,0,1361,5184,0.0,0.0
1194,France,Saudi Arabia,0,1361,1380,0.0,0.0
1225,France,United Arab Emirates,3,1361,24537,0.002204261572373255,0.00012226433549333658
